text,label,template_id
Myntra Big Billion Days! Up to 70% off + extra 10% with PNB cards Hurry!,Promo,Promo_1
xpressbees: shipment od5700061243 reached your city hub. expected delivery: 05 jul.,Delivery,Delivery_4
Interest of INR 42589 credited to your FD A/c XX3101. -HDFC Bank,Bank,Bank_9
UPI payment of INR 34889 to Jack successful. UPI Ref: 177014886068. -HDFC Bank,Bank,Bank_6
SALARY OF RS.77689 CREDITED TO A/C XX5515. AVL BAL: RS.156128. -HDFC BANK,Bank,Bank_7
Salary of Rs.70882 credited to A/c XX3945 Avl Bal: Rs.299072 -ICICI Bank,Bank,Bank_7
Rs.41955 debited from A/c XX8677 on 14-05-26 to Wyatt. Avl Bal: Rs.305268. -ICICI Bank,Bank,Bank_0
Your one time password is 832633 for BigBasket. Please do not share it.,OTP,OTP_5
YOUR SWIGGY MEMBERSHIP EXPIRES SOON. RENEW NOW & SAVE 50%: BIT.LY/NZXZVT,Promo,Promo_9
Beware of fraud calls asking for card details Axis Bank officials never ask for PIN or CVV,Bank,Bank_15
Order OD8377234763 packed and ready! Expected dispatch by 03 Jul. -Amazon,Delivery,Delivery_8
518591 - use this code to sign in to BOB. Never share it with anyone. -TM,OTP,OTP_7
Your Hotstar plan renews on 02 Jul at Rs.1516. Upgrade to 4K for Rs.468/month.,Promo,Promo_18
OTP-based login was enabled for your A/c XX7868 Call Kotak if this wasn't you,Bank,Hard_2
  Use 37365 to complete your Swiggy registration. Valid till 10 mins.,OTP,OTP_4
Enter 851830 to verify your mobile number for Netflix.,OTP,OTP_10
  Your BigBasket order OD2581184036 has been shipped via XpressBees. Track: bit.ly/MSgmDe,Delivery,Delivery_0
  981125 is your Hotstar security code. Anyone asking for it is a scammer.,OTP,OTP_9
Salary of INR 13875 credited to A/c XX8801. Avl Bal: INR 344954. -SBI,Bank,Bank_7
Ur BOB debit card XX9322 has been blocked due to suspicious activity. Visit branch or call 1800-XXX to unblock.,Bank,Bank_11
Confirmation  code 650161 for SBI. Keep it private.,OTP,OTP_11
YOUR UBER CODE: 3076,OTP,Hard_8
Use code 4207 at checkout for 50% off at Myntra!,Promo,Hard_0
Exclusive for you! Buy 1 Get 1 FREE at Amazon. Limited period offer. Visit bit.ly/GRzhGz,Promo,Promo_3
Coupon 5181 gives you free delivery on orders above Rs.2105. -Zomato,Promo,Hard_1
Flat Rs.1953 cashback on your next order at Flipkart. Use code SAVE32. Valid till 03 Jul. T&C apply,Promo,Promo_2
Your credit card XX9455 statement is ready Total due: Rs.86636 Min due: Rs.649 -HDFC Bank,Bank,Bank_5
Low  balance alert: A/c XX5184 balance is Rs.379069. Maintain min balance to avoid charges.,Bank,Bank_10
Interest of INR 3513 credited to your FD A/c XX3773. -SBI,Bank,Bank_9
Your Jio pack expires tomorrow. Recharge with Rs.1855 for 3GB/day + unlimited calls.,Promo,Promo_10
pre-approved! get a pnb credit card with rs.284248 limit. zero joining fee. apply: bit.ly/ktwshi,Promo,Promo_14
Your order OD1689654145 from Meesho is arriving tomorrow Keep Rs.4163 ready for COD,Delivery,Delivery_3
Out for delivery: Your Amazon package OD1672422328 will arrive today by 9 PM. -Delhivery,Delivery,Delivery_1
<#> 664851 is your paytm code. valid 5 min. ha8sk2lqp3,OTP,OTP_13
Delivered!  Your Swiggy order OD8926642381 was delivered on 03 Jul. Rate your experience: bit.ly/OaTNsV,Delivery,Delivery_2
Auto-pay of Rs.64840 to Sarthak is scheduled on 02-04-26 from A/c XX9150. Ensure sufficient balance.,Bank,Bank_13
rs.99404 debited from a/c xx6151 on 01-05-26 to jagvi. avl bal: rs.173854. -axis bank,Bank,Bank_0
G-875541 is your Google verification code. STOP to opt out,OTP,OTP_12
Your Vi pack expires tomorrow. Recharge with Rs.420 for 1GB/day + unlimited calls.,Promo,Promo_10
  Your Swiggy code: 737277,OTP,OTP_8
Your  return pickup for order OD5643518294 is scheduled on 01 Jul. Keep the item ready. -Flipkart,Delivery,Delivery_7
Use  195026 to complete your GPay registration. Valid till 10 mins.,OTP,OTP_4
confirmation code 135767 for pnb. keep it private.,OTP,OTP_11
Weekend special at Amazon! Min 70% off on everything. Don't miss out: bit.ly/TrCJsD,Promo,Promo_6
917125 is your ICICI Bank security code. Anyone asking for it is a scammer.,OTP,OTP_9
Use 656968 to complete your Amazon registration. Valid till 5 mins.,OTP,OTP_4
456807 - use this code to sign in to ICICI Bank. Never share it with anyone.,OTP,OTP_7
UPI  payment of Rs.55274 to Sara successful. UPI Ref: 742037277325. -PNB,Bank,Bank_6
dear customer ur bob account will be blocked! update kyc now: bit.ly/ocefuj,Spam,Hard_11
USE 166474 TO COMPLETE YOUR KOTAK REGISTRATION. VALID TILL 30 MINS.,OTP,OTP_4
Your Prime Video plan renews on 06 Jul at Rs.1953. Upgrade to 4K for Rs.669/month.,Promo,Promo_18
391631 is ur OTP for IRCTC login. Valid for 30 minutes. Do not share with anyone.,OTP,OTP_0
  Uber: 204385 is your login OTP. It expires in 10 minutes.,OTP,OTP_6
  Your A/c XX4961 is debited with Rs.76590 on 15-03-26. Info: UPI-Faqid. Bal: Rs.378654,Bank,Bank_2
Salary of Rs.79927 credited to A/c XX5631. Avl Bal: Rs.291994. -HDFC Bank,Bank,Bank_7
Use code 6665 at checkout for 10% off at Amazon!,Promo,Hard_0
"  Hi Aarush, unlock Rs.1641 off your first order at BigBasket with code NEW49.",Promo,Promo_7
G-310931  is your Google verification code.,OTP,OTP_12
"hi harsh, unlock rs.1973 off your first order at zomato with code new50.",Promo,Promo_7
Order OD9155332057 packed and ready! Expected dispatch by 03 Jul. -Amazon,Delivery,Delivery_8
Your A/c XX8347 is debited with Rs.93400 on 01-04-26. Info: UPI-Kiaan. Bal: Rs.208018,Bank,Bank_2
"Class shifted to room 5900, come fast",Personal,Hard_6
Amazon Big Billion Days! Up to 60% off + extra 10% with HDFC Bank cards. Hurry!,Promo,Promo_1
Your FD of Rs.89536 matures on 10-06-26. Renew or withdraw via netbanking. -SBI,Bank,Bank_14
"Your Kotak health insurance renewal is due 04 Jul Renew online, save 40% on premium",Promo,Promo_24
Recharge with INR 497 & get 20% extra talktime. Offer valid today only!,Promo,Promo_5
Low balance alert: A/c XX2248 balance is Rs.340254. Maintain min balance to avoid charges.,Bank,Bank_10
Use 426313 to complete your Zomato registration. Valid till 2 mins.,OTP,OTP_4
ALERT: Rs.2277 withdrawn from ATM using card XX3193 on 18-01-26. Bal: Rs.332754. -ICICI Bank,Bank,Bank_3
529840 is your verification code for Netflix. Never share your OTP.,OTP,OTP_3
Work  from home! Earn Rs.1610328/month. Join: bit.ly/auVmyO,Spam,Hard_14
Rs.62039 credited to A/c XX9526 on 17-06-26. Avl Bal: Rs.22859. -Kotak,Bank,Bank_1
  141915 - use this to sign in. Never share this code with anyone.,OTP,Hard_7
Enter 534477 to verify your mobile number for Myntra. -TM,OTP,OTP_10
Delivered! Your BigBasket order OD8215115290 was delivered on 05 Jul. Rate your experience: bit.ly/ZMYlyf,Delivery,Delivery_2
USE 433070 TO COMPLETE YOUR GPAY REGISTRATION. VALID TILL 30 MINS.,OTP,OTP_4
TAP TO VERIFY: 780948. THIS CODE EXPIRES SHORTLY.,OTP,Hard_9
RS.62111 DEBITED FROM A/C XX5971 ON 18-03-26 TO DOMINIC. AVL BAL: RS.281979. -SBI,Bank,Bank_0
"class shifted to room 6377, come fast",Personal,Hard_6
YOUR SIM WILL BE DEACTIVATED IN 24HRS. VERIFY AADHAAR: BIT.LY/PSNTIT,Spam,Hard_13
  HDFC Bank: 611697 is your login OTP. It expires in 10 minutes.,OTP,OTP_6
Rs.1280 cashback credited to your Paytm wallet. Use on your next order.,Promo,Promo_21
BEWARE OF FRAUD CALLS ASKING FOR CARD DETAILS. BOB OFFICIALS NEVER ASK FOR PIN OR CVV.,Bank,Bank_15
Missed our shows? Come back to Hotstar at 50% off for 3 months. Resubscribe: bit.ly/jPGhew STOP to opt out,Promo,Promo_19
KYC update pending for A/c XX2144 Please visit your nearest SBI branch by 03-02-26 to avoid restrictions,Bank,Bank_12
Your Jio pack expires tomorrow. Recharge with Rs.1909 for 1.5GB/day + unlimited calls.,Promo,Promo_10
EMI of Rs.67030 due on 19-04-26 for loan A/c XX4633. Pay now to avoid charges. -Axis Bank,Bank,Bank_4
"Bro send me Rs.2423 on gpay, will return by 03 Jul",Personal,Hard_5
IRCTC: Special trains added for festive season. Book early & save up to 80%.,Promo,Promo_17
Congratulations! You won Rs.799611 in lucky draw. Claim: bit.ly/dTEHlJ,Spam,Hard_12
Tap to verify: 930889 This code expires shortly,OTP,Hard_9
Your Uber code: 9808,OTP,Hard_8
Your  Prime Video plan renews on 01 Jul at Rs.1802. Upgrade to 4K for Rs.266/month.,Promo,Promo_18
Low balance alert: A/c XX6615 balance is INR 254697. Maintain min balance to avoid charges.,Bank,Bank_10
Your credit card XX7398 statement is ready. Total due: Rs.89800. Min due: Rs.2866. -ICICI Bank,Bank,Bank_5
  232777 - use this code to sign in to SBI. Never share it with anyone.,OTP,OTP_7
EMI of Rs.72748 due on 08-05-26 for loan A/c XX1874 Pay now to avoid charges -Kotak,Bank,Bank_4
Cheque no. 417427150506 for Rs.15280 has been cleared from A/c XX8811. -Axis Bank,Bank,Bank_8
G-841708 is ur Google verification code.,OTP,OTP_12
Amazon: Your cart misses you! Complete purchase now & get 20% off. bit.ly/KYIGYm,Promo,Promo_4
PhonePe:  790486 is your login OTP. It expires in 2 minutes.,OTP,OTP_6
Confirmation code 435552 for Kotak. Keep it private.,OTP,OTP_11
Weekend special at BigBasket! Min 30% off on everything. Don't miss out: bit.ly/ZOBBPL,Promo,Promo_6
Delivery attempt failed for order OD7246799149. We will retry tomorrow. -Delhivery,Delivery,Delivery_5
Items in your order history are back in stock at Swiggy. Prices start Rs.447.,Promo,Promo_23
"Bro send me Rs.4716 on gpay, will return by 04 Jul",Personal,Hard_5
Salary of Rs.4810 credited to A/c XX8394 Avl Bal: Rs.258635 -BOB,Bank,Bank_7
195775 is your Zomato security code. Anyone asking for it is a scammer.,OTP,OTP_9
RECHARGE WITH RS.1845 & GET 60% EXTRA TALKTIME. OFFER VALID TODAY ONLY!,Promo,Promo_5
IRCTC: Special trains added for festive season. Book early & save up to 80%.,Promo,Promo_17
552601 is your Flipkart security code. Anyone asking for it is a scammer.,OTP,OTP_9
Flipkart  Big Billion Days! Up to 50% off + extra 10% with ICICI Bank cards. Hurry!,Promo,Promo_1
884905 IS YOUR ZOMATO SECURITY CODE. ANYONE ASKING FOR IT IS A SCAMMER.,OTP,OTP_9
Delivery attempt failed for order OD1727311698. We will retry tomorrow. -Ekart,Delivery,Delivery_5
G-310753 is your Google verification code.,OTP,OTP_12
  Your Flipkart order OD2240551846 has been shipped via XpressBees. Track: bit.ly/dkJJgv,Delivery,Delivery_0
ORDER OD1644137896 PACKED AND READY! EXPECTED DISPATCH BY 03 JUL. -SWIGGY,Delivery,Delivery_8
g-615032 is your google verification code.,OTP,OTP_12
"Bro send me Rs.1888 on gpay, will return by 06 Jul",Personal,Hard_5
your kotak debit card xx1727 has been blocked due to suspicious activity. visit branch or call 1800-xxx to unblock.,Bank,Bank_11
Your  SIM will be deactivated in 24hrs. Verify Aadhaar: bit.ly/ZZTYTS,Spam,Hard_13
Items in your order history are back in stock at Flipkart. Prices start INR 1486.,Promo,Promo_23
Pre-approved! Get a BOB credit card with Rs.459089 limit. Zero joining fee. Apply: bit.ly/gTZRQw,Promo,Promo_14
Your Kotak code: 560320,OTP,OTP_8
"Your BOB health insurance renewal is due 01 Jul. Renew online, save 50% on premium.",Promo,Promo_24
  Cheque no. 916836429546 for Rs.85960 has been cleared from A/c XX8793. -Axis Bank,Bank,Bank_8
Ur credit card XX9443 statement is ready. Total due: Rs.77698. Min due: Rs.641. -Axis Bank,Bank,Bank_5
your uber code: 8964,OTP,Hard_8
Confirmation code 432924 for IRCTC. Keep it private.,OTP,OTP_11
Confirmation code 302152 for Meesho. Keep it private.,OTP,OTP_11
Recharge with Rs.1067 & get 70% extra talktime. Offer valid today only!,Promo,Promo_5
G-220922 is your Google verification code.,OTP,OTP_12
"Never share your OTP, PIN or CVV Kotak never asks for these Stay safe",Bank,Hard_3
XPRESSBEES: SHIPMENT OD5742638593 REACHED YOUR CITY HUB. EXPECTED DELIVERY: 06 JUL.,Delivery,Delivery_4
your one time password is 75023 for hdfc bank. please do not share it.,OTP,OTP_5
Your credit card XX9494 statement is ready. Total due: Rs.56582. Min due: Rs.2345. -BOB,Bank,Bank_5
ALERT:  Rs.40787 withdrawn from ATM using card XX4689 on 02-04-26. Bal: Rs.148721. -SBI,Bank,Bank_3
MYNTRA: 169163 IS YOUR LOGIN OTP. IT EXPIRES IN 10 MINUTES.,OTP,OTP_6
Your Myntra membership expires soon. Renew now & save 10%: bit.ly/SDnzOC,Promo,Promo_9
446312 is your otp for axis bank login. valid for 5 minutes. do not share with anyone.,OTP,OTP_0
Low balance alert: A/c XX8335 balance is Rs.388181. Maintain min balance to avoid charges.,Bank,Bank_10
Weekend special at Myntra! Min 30% off on everything. Don't miss out: bit.ly/guDSPn STOP to opt out,Promo,Promo_6
upi payment of rs.44435 to samesh successful. upi ref: 659026235266. -icici bank,Bank,Bank_6
646606 - use this code to sign in to Zomato. Never share it with anyone. -TM,OTP,OTP_7
Amazon Big Billion Days! Up to 70% off + extra 10% with Axis Bank cards Hurry!,Promo,Promo_1
flipkart big billion days! up to 70% off + extra 10% with pnb cards. hurry!,Promo,Promo_1
Confirmation code 621466 for Myntra. Keep it private.,OTP,OTP_11
UBER: 336101 IS YOUR LOGIN OTP. IT EXPIRES IN 10 MINUTES.,OTP,OTP_6
<#> 990162 is your Zomato code. Valid 5 min. hA8sk2Lqp3,OTP,OTP_13
You have 3859 reward points expiring on 01 Jul. Redeem on Swiggy.,Promo,Promo_20
G-7154 is your Google verification code.,OTP,OTP_12
Delivered! Your Zomato order OD9046095200 was delivered on 02 Jul. Rate your experience: bit.ly/wZsGyw,Delivery,Delivery_2
Beware of fraud calls asking for card details. PNB officials never ask for PIN or CVV.,Bank,Bank_15
941529 is your verification code for Swiggy. Never share your OTP.,OTP,OTP_3
Order OD7617543306 packed and ready! Expected dispatch by 02 Jul. -Myntra,Delivery,Delivery_8
OTP FOR DELIVERY OF ORDER OD4105879368 IS 6387. SHARE ONLY WITH THE DELIVERY AGENT. -DELHIVERY,Delivery,Delivery_9
exclusive for you! buy 1 get 1 free at amazon. limited period offer. visit bit.ly/efehvi,Promo,Promo_3
INTEREST OF RS.26213 CREDITED TO YOUR FD A/C XX3144. -SBI,Bank,Bank_9
Confirmation code 889924 for Amazon. Keep it private.,OTP,OTP_11
Your PNB debit card XX3651 has been blocked due to suspicious activity Visit branch or call 1800-XXX to unblock,Bank,Bank_11
119735 IS YOUR OTP FOR BIGBASKET LOGIN. VALID FOR 15 MINUTES. DO NOT SHARE WITH ANYONE.,OTP,OTP_0
Low balance alert: A/c XX5230 balance is Rs.36914. Maintain min balance to avoid charges.,Bank,Bank_10
<#> 353194 IS YOUR PAYTM CODE. VALID 2 MIN. HA8SK2LQP3,OTP,OTP_13
Work from home! Earn INR 880581/month. Join: bit.ly/fVpenh,Spam,Hard_14
G-106655 is your Google verification code.,OTP,OTP_12
your credit card xx6143 statement is ready. total due: rs.16906. min due: rs.699. -pnb,Bank,Bank_5
IRCTC: Special trains added for festive season. Book early & save up to 20%.,Promo,Promo_17
Enter 787477 to verify your mobile number for Flipkart.,OTP,OTP_10
"Your HDFC Bank health insurance renewal is due 03 Jul. Renew online, save 50% on premium.",Promo,Promo_24
BigBasket: 390211 is your login OTP. It expires in 15 minutes.,OTP,OTP_6
Flight fares dropped! HYD-PNQ from Rs.1659. Book on Goibibo before midnight.,Promo,Promo_16
Frederick from Ekart is arriving with ur package. Contact: 1747684825,Delivery,Delivery_6
923545 is your IRCTC security code. Anyone asking for it is a scammer.,OTP,OTP_9
Flat Rs.1224 cashback on your next order at Flipkart. Use code SAVE41. Valid till 02 Jul.,Promo,Promo_2
Andrew from DTDC is arriving with your package Contact: 3086538332,Delivery,Delivery_6
PAY RS.4222 ON DELIVERY FOR ORDER OD827142289. -DELHIVERY,Delivery,Hard_10
irctc: special trains added for festive season. book early & save up to 80%.,Promo,Promo_17
Congratulations! You won Rs.1821153 in lucky draw. Claim: bit.ly/UDofNp,Spam,Hard_12
107831 is your verification code for ICICI Bank. Never share your OTP.,OTP,OTP_3
260440 is your verification code for SBI. Never share your OTP. STOP to opt out,OTP,OTP_3
285981  - use this to sign in. Never share this code with anyone.,OTP,Hard_7
Beware of fraud calls asking for card details. Axis Bank officials never ask for PIN or CVV.,Bank,Bank_15
Your IRCTC code: 459996 STOP to opt out,OTP,OTP_8
Flight fares dropped! HYD-PNQ from Rs.1030. Book on ixigo before midnight.,Promo,Promo_16
Ur IRCTC code: 362981,OTP,OTP_8
517823 is your verification code for PhonePe. Never share your OTP.,OTP,OTP_3
"Ur Kotak health insurance renewal is due 01 Jul. Renew online, save 30% on premium.",Promo,Promo_24
Your PNB debit card XX1700 has been blocked due to suspicious activity. Visit branch or call 1800-XXX to unblock.,Bank,Bank_11
Flight fares dropped! HYD-CCU from Rs.1377 Book on ixigo before midnight,Promo,Promo_16
"Bro send me Rs.4982 on gpay, will return by 05 Jul STOP to opt out",Personal,Hard_5
Exclusive for you! Buy 1 Get 1 FREE at Amazon. Limited period offer. Visit bit.ly/ypcUVL,Promo,Promo_3
Salary of Rs.80925 credited to A/c XX4144. Avl Bal: Rs.380323. -PNB,Bank,Bank_7
Enter 845683 to verify ur mobile number for Paytm.,OTP,OTP_10
Your account statement for August is available. Download from the Kotak app.,Bank,Bank_16
757783 - use this to sign in. Never share this code with anyone.,OTP,Hard_7
YOUR RETURN PICKUP FOR ORDER OD4266192862 IS SCHEDULED ON 02 JUL. KEEP THE ITEM READY. -AMAZON,Delivery,Delivery_7
  Items in your order history are back in stock at Myntra. Prices start Rs.726.,Promo,Promo_23
YOUR FD OF RS.29650 MATURES ON 30-05-26. RENEW OR WITHDRAW VIA NETBANKING. -ICICI BANK,Bank,Bank_14
Rs.713 cashback credited to ur Paytm wallet. Use on ur next order.,Promo,Promo_21
  Salary of Rs.76908 credited to A/c XX9980. Avl Bal: Rs.255121. -HDFC Bank,Bank,Bank_7
beware of fraud calls asking for card details. hdfc bank officials never ask for pin or cvv.,Bank,Bank_15
Dear customer ur Axis Bank account will be blocked! Update KYC now: bit.ly/PIQajJ,Spam,Hard_11
<#>  113146 is your IRCTC code. Valid 30 min. hA8sk2Lqp3,OTP,OTP_13
  Out for delivery: Your Swiggy package OD1221570850 will arrive today by 3 PM. -DTDC,Delivery,Delivery_1
Weekend special at Meesho! Min 40% off on everything. Don't miss out: bit.ly/WYsPUa,Promo,Promo_6
"Your BOB health insurance renewal is due 06 Jul. Renew online, save 70% on premium.",Promo,Promo_24
Ur return pickup for order OD7495399322 is scheduled on 01 Jul. Keep the item ready. -Swiggy,Delivery,Delivery_7
Delivered! Your BigBasket order OD2486265120 was delivered on 02 Jul Rate your experience: bitly/qyWZIM,Delivery,Delivery_2
<#> 474508 IS YOUR AXIS BANK CODE. VALID 15 MIN. HA8SK2LQP3,OTP,OTP_13
"Bro send me Rs.4993 on gpay, will return by 03 Jul",Personal,Hard_5
Rs.154 cashback credited to your PhonePe wallet. Use on your next order.,Promo,Promo_21
  Recharge with Rs.232 & get 60% extra talktime. Offer valid today only!,Promo,Promo_5
Ur Flipkart order OD6885265852 has been shipped via Ekart. Track: bit.ly/RZGvuE,Delivery,Delivery_0
G-714296 is your Google verification code.,OTP,OTP_12
Weekend special at Flipkart! Min 20% off on everything Don't miss out: bitly/NmIZSV,Promo,Promo_6
order od5852010170 packed and ready! expected dispatch by 01 jul. -meesho,Delivery,Delivery_8
317450 IS YOUR VERIFICATION CODE FOR ICICI BANK. NEVER SHARE YOUR OTP.,OTP,OTP_3
Coupon 4940 gives you free delivery on orders above Rs.4976. -Swiggy,Promo,Hard_1
MEGA SALE! Get 10% OFF on all products at Swiggy. Shop now: bit.ly/yymQhJ T&C apply.,Promo,Promo_0
YOUR ACCOUNT STATEMENT FOR JUNE IS AVAILABLE. DOWNLOAD FROM THE SBI APP.,Bank,Bank_16
Use  740864 to complete your Uber registration. Valid till 5 mins.,OTP,OTP_4
Your  SIM will be deactivated in 24hrs. Verify Aadhaar: bit.ly/uTepXF,Spam,Hard_13
  Loved your recent Myntra order? Reorder in 1 tap and get 80% off today.,Promo,Promo_22
<#> 562557 is your Hotstar code. Valid 5 min. hA8sk2Lqp3 T&C apply,OTP,OTP_13
BlueDart: Shipment OD8069968377 reached your city hub. Expected delivery: 03 Jul.,Delivery,Delivery_4
  EMI of Rs.15345 due on 12-03-26 for loan A/c XX5928. Pay now to avoid charges. -Kotak,Bank,Bank_4
Beware  of fraud calls asking for card details. ICICI Bank officials never ask for PIN or CVV.,Bank,Bank_15
Your order OD8277084006 from Flipkart is arriving tomorrow. Keep Rs.2400 ready for COD.,Delivery,Delivery_3
your uber code: 3803,OTP,Hard_8
Flat Rs.1760 cashback on your next order at Myntra. Use code SAVE79. Valid till 04 Jul. STOP to opt out,Promo,Promo_2
Delivery attempt failed for order OD6777903201. We will retry tomorrow. -Delhivery STOP to opt out,Delivery,Delivery_5
Your  Kotak debit card XX6429 has been blocked due to suspicious activity. Visit branch or call 1800-XXX to unblock.,Bank,Bank_11
  Convert your PNB card purchase of Rs.1351 into easy EMIs at 0% interest. Reply YES.,Promo,Promo_15
Use code 3881 at checkout for 10% off at Swiggy!,Promo,Hard_0
Missed our shows? Come back to Netflix at 50% off for 3 months. Resubscribe: bit.ly/udJoqj T&C apply,Promo,Promo_19
Congratulations! You won Rs.2117199 in lucky draw. Claim: bit.ly/xKxjpd STOP to opt out,Spam,Hard_12
Cheque no 579796729561 for Rs.38452 has been cleared from A/c XX2267 -SBI,Bank,Bank_8
Delivery attempt failed for order OD8717034043. We will retry tomorrow. -XpressBees,Delivery,Delivery_5
777378 is your OTP for Hotstar login. Valid for 2 minutes. Do not share with anyone.,OTP,OTP_0
rs.701 cashback credited to your phonepe wallet. use on your next order.,Promo,Promo_21
  Your Jio pack expires tomorrow. Recharge with Rs.1001 for 1.5GB/day + unlimited calls.,Promo,Promo_10
Data exhausted? Get 2GB extra with Rs.1343 booster pack. Dial *121# or visit app. -TM,Promo,Promo_11
67931  is your OTP for HDFC Bank login. Valid for 2 minutes. Do not share with anyone.,OTP,OTP_0
716763 is your verification code for amazon. never share your otp.,OTP,OTP_3
"Hey, my new number is +918921836774. Save it! Meet at tonight?",Personal,Hard_4
data exhausted? get 1gb extra with rs.819 booster pack. dial *121# or visit app.,Promo,Promo_11
Confirmation  code 532982 for Zomato. Keep it private.,OTP,OTP_11
USE 261663 TO COMPLETE YOUR FLIPKART REGISTRATION. VALID TILL 30 MINS.,OTP,OTP_4
870951 IS YOUR VERIFICATION CODE FOR FLIPKART. NEVER SHARE YOUR OTP.,OTP,OTP_3
Pay Rs.4266 on delivery for order OD801148365. -Ekart,Delivery,Hard_10
You have 1692 reward points expiring on 06 Jul Redeem on Amazon,Promo,Promo_20
Hungry? Get 10% off up to Rs.1863 on ur next 3 orders. Code: EAT55. -Swiggy,Promo,Promo_12
Your FD of INR 87257 matures on 05-06-26. Renew or withdraw via netbanking. -BOB,Bank,Bank_14
<#> 844704 is your Uber code. Valid 5 min. hA8sk2Lqp3,OTP,OTP_13
  Meesho: Your cart misses you! Complete purchase now & get 10% off. bit.ly/AOnZVJ,Promo,Promo_4
Enter 974643 to verify your mobile number for Uber,OTP,OTP_10
use 466247 to complete your paytm registration. valid till 15 mins.,OTP,OTP_4
Delivery  attempt failed for order OD4128824411. We will retry tomorrow. -BlueDart,Delivery,Delivery_5
Your  OTP is 468333. Use it to verify your Axis Bank account. Expires in 10 min.,OTP,OTP_1
EMI of Rs.14975 due on 24-03-26 for loan A/c XX6074. Pay now to avoid charges. -Axis Bank,Bank,Bank_4
Coupon 1562 gives you free delivery on orders above Rs.948. -Meesho,Promo,Hard_1
Interest of Rs.58247 credited to your FD A/c XX1883. -BOB,Bank,Bank_9
Exclusive for you! Buy 1 Get 1 FREE at BigBasket. Limited period offer. Visit bit.ly/IvVkvV,Promo,Promo_3
"Your  ICICI Bank health insurance renewal is due 03 Jul. Renew online, save 40% on premium.",Promo,Promo_24
Your SIM will be deactivated in 24hrs. Verify Aadhaar: bit.ly/bLukNT,Spam,Hard_13
Myntra Big Billion Days! Up to 10% off + extra 10% with PNB cards. Hurry!,Promo,Promo_1
OTP  for delivery of order OD6471576113 is 4889. Share only with the delivery agent. -DTDC,Delivery,Delivery_9
Confirmation  code 944527 for GPay. Keep it private.,OTP,OTP_11
<#> 52753 is your BOB code. Valid 15 min. hA8sk2Lqp3,OTP,OTP_13
myntra: your cart misses you! complete purchase now & get 40% off. bit.ly/rrhqnk,Promo,Promo_4
  Your Zomato order OD5095615687 has been shipped via Ekart. Track: bit.ly/nOsXws,Delivery,Delivery_0
Exclusive  for you! Buy 1 Get 1 FREE at Flipkart. Limited period offer. Visit bit.ly/XIXVjY,Promo,Promo_3
562413 is your OTP for Myntra login Valid for 10 minutes Do not share with anyone,OTP,OTP_0
Out for delivery: Your Amazon package OD2245646949 will arrive today by 12 PM. -Ekart,Delivery,Delivery_1
"Your BOB health insurance renewal is due 06 Jul. Renew online, save 50% on premium.",Promo,Promo_24
OTP: 474371 for txn of Rs.37852 at PhonePe. Do not share. -Axis Bank STOP to opt out,OTP,OTP_2
MEGA SALE! Get 50% OFF on all products at Amazon Shop now: bitly/PbWyDJ T&C apply,Promo,Promo_0
  Work from home! Earn Rs.274611/month. Join: bit.ly/LciRYY,Spam,Hard_14
  Swiggy: Free delivery all weekend! Order your favourites now.,Promo,Promo_13
  MEGA SALE! Get 70% OFF on all products at Swiggy. Shop now: bit.ly/ppQKix T&C apply.,Promo,Promo_0
"Bro send me Rs.3450 on gpay, will return by 06 Jul",Personal,Hard_5
your jio pack expires tomorrow. recharge with rs.297 for 1gb/day + unlimited calls.,Promo,Promo_10
  327809 is your Uber security code. Anyone asking for it is a scammer.,OTP,OTP_9
otp: 506387 for txn of rs.28238 at bob. do not share. -sbi,OTP,OTP_2
Tap to verify: 221943. This code expires shortly.,OTP,Hard_9
Beware of fraud calls asking for card details SBI officials never ask for PIN or CVV,Bank,Bank_15
DELIVERY ATTEMPT FAILED FOR ORDER OD2730299724. WE WILL RETRY TOMORROW. -DELHIVERY,Delivery,Delivery_5
Congratulations! You won Rs.2181046 in lucky draw. Claim: bit.ly/IXyPqU,Spam,Hard_12
Order OD3795741970 packed and ready! Expected dispatch by 02 Jul. -Zomato STOP to opt out,Delivery,Delivery_8
You have 3758 reward points expiring on 04 Jul Redeem on Swiggy,Promo,Promo_20
372348 is your verification code for meesho. never share your otp.,OTP,OTP_3
Ur credit card XX5740 statement is ready. Total due: Rs.28221. Min due: Rs.4728. -SBI,Bank,Bank_5
YOUR FD OF RS.27826 MATURES ON 13-04-26. RENEW OR WITHDRAW VIA NETBANKING. -BOB,Bank,Bank_14
DELIVERED! YOUR ZOMATO ORDER OD7407562584 WAS DELIVERED ON 05 JUL. RATE YOUR EXPERIENCE: BIT.LY/UNSEGP,Delivery,Delivery_2
Pay INR 2831 on delivery for order OD151083422. -XpressBees,Delivery,Hard_10
Congratulations! You won Rs.1742974 in lucky draw. Claim: bit.ly/jxdwqT,Spam,Hard_12
DEAR CUSTOMER UR AXIS BANK ACCOUNT WILL BE BLOCKED! UPDATE KYC NOW: BIT.LY/ZTUGGK,Spam,Hard_11
Data exhausted? Get 1GB extra with Rs.634 booster pack. Dial *121# or visit app.,Promo,Promo_11
Kotak: 425656 is ur login OTP. It expires in 10 minutes.,OTP,OTP_6
